X,Y,Z,MaximumInscribedSphereRadius
33.2675819397,3.32522463799,35.7856941223,1.64023199287
33.3375320435,3.39982247353,35.7450180054,1.64468300205
33.3983879089,3.45885396004,35.7136001587,1.64908246075
33.4588088989,3.52589678764,35.6762275696,1.65645926791
33.5196723938,3.59817624092,35.6357803345,1.66305469331
33.5793113708,3.66828608513,35.5972671509,1.66928927845
33.6349563599,3.73881959915,35.5528488159,1.67732507241
33.6922874451,3.80826973915,35.5092201233,1.68310769395
33.7511100769,3.87649202347,35.4654426575,1.68794890029
33.8073387146,3.94556164742,35.4196662903,1.69326782318
33.8635902405,4.0165605545,35.3769378662,1.69746517444
33.9166755676,4.0894818306,35.3333587646,1.70106211814
33.9664154053,4.16544008255,35.2910919189,1.70542621926
34.0110435486,4.24273490906,35.2456970215,1.70751356851
34.0527267456,4.32378149033,35.2042045593,1.70890448221
34.0905227661,4.40472221375,35.1588478088,1.71169823611
34.1264457703,4.48971939087,35.1199760437,1.71351238256
34.1624908447,4.57526063919,35.082447052,1.71220906836
34.1968574524,4.66276550293,35.0478134155,1.70929654092
34.2305145264,4.75208616257,35.0176086426,1.70670041573
34.2612991333,4.84055137634,34.9821434021,1.70282952744
34.2964134216,4.92965269089,34.952922821,1.70012627053
34.3289909363,5.02041244507,34.9256362915,1.69778457276
34.361000061,5.10925579071,34.8923988342,1.69589398766
34.3877906799,5.19924449921,34.8579216003,1.69450935308
34.4082794189,5.29209423065,34.8260688782,1.69299811963
34.4299507141,5.38280725479,34.7895545959,1.69207236877
34.4491729736,5.47289228439,34.7502555847,1.69280559261
34.4687690735,5.56597518921,34.7179641724,1.69487001975
34.4810371399,5.65715265274,34.6789588928,1.69614647771
34.5029220581,5.74790811539,34.6422615051,1.69641131994
34.521282196,5.83982419968,34.6072845459,1.69749735541
34.5333976746,5.93382644653,34.57472229,1.70371211045
34.5474319458,6.02644538879,34.5393600464,1.7099268655
34.5615501404,6.11796569824,34.5015983582,1.71317642269
34.5661659241,6.21350812912,34.4719848633,1.7096319033
34.5711288452,6.31081485748,34.4487838745,1.70649041979
34.5789299011,6.40662670135,34.4207267761,1.70373821838
34.5840988159,6.50335788727,34.3954162598,1.70200078365
34.5901527405,6.60091161728,34.3734130859,1.70186177116
34.5939674377,6.69859886169,34.3515281677,1.70244601445
34.5978431702,6.79553842545,34.3267097473,1.70323955719
34.5916442871,6.89255666733,34.3026351929,1.70563214335
34.5950889587,6.99057865143,34.2823600769,1.70976874231
34.5957794189,7.08893871307,34.263759613,1.71479280863
34.5904197693,7.1872792244,34.2455062866,1.72188896957
34.587387085,7.28613328934,34.2296638489,1.7275093495
34.5823135376,7.38463306427,34.2123832703,1.73251093674
34.5706291199,7.48271846771,34.195766449,1.73853806279
34.556804657,7.58095645905,34.1818962097,1.74560640672
34.5409011841,7.6780333519,34.1634521484,1.75080024879
34.5205612183,7.77468776703,34.1465301514,1.75534916831
34.5030136108,7.87254905701,34.1344490051,1.75973338018
34.4823112488,7.96991014481,34.1231956482,1.76155576759
34.4615249634,8.06778526306,34.1194839478,1.76251728282
34.4372558594,8.16487312317,34.1149597168,1.76158230362
34.4166679382,8.26280498505,34.1154747009,1.75955850469
34.3942680359,8.36016178131,34.1223564148,1.75853655024
34.3710136414,8.45699596405,34.1330947876,1.75695721384
34.3528938293,8.5544757843,34.1474151611,1.75500891667
34.3291893005,8.6509847641,34.1592063904,1.7545179383
34.3025016785,8.74736404419,34.1642532349,1.75445933869
34.2757072449,8.8434343338,34.1726379395,1.75383508425
34.2481307983,8.93887042999,34.1852531433,1.75316314353
34.2230949402,9.03450679779,34.2000198364,1.75207803745
34.195400238,9.13080501556,34.204498291,1.7516182954
34.1631851196,9.22553157806,34.2099304199,1.75231662339
34.1342277527,9.32067394257,34.2209625244,1.75322604114
34.1053161621,9.4150762558,34.2370376587,1.75363128338
34.0716705322,9.50938510895,34.2418403625,1.75689089007
34.0388069153,9.60387134552,34.2392425537,1.75876304995
34.0042076111,9.6977891922,34.242931366,1.7612564862
33.973815918,9.79226779938,34.2567558289,1.76112061034
33.943649292,9.8859910965,34.2749938965,1.75984509354
33.9157829285,9.98150253296,34.2873687744,1.75960078082
33.8959655762,10.0769233704,34.3100547791,1.75772504236
33.8715591431,10.172290802,34.3283729553,1.75744557367
33.8525238037,10.2688007355,34.3473968506,1.75786758526
33.8331413269,10.3655118942,34.3649253845,1.75820052188
33.8138160706,10.4621753693,34.3826522827,1.75909854317
33.7973861694,10.5583982468,34.4055099487,1.76088621315
33.7759819031,10.6523666382,34.4325447083,1.76300713149
33.7511100769,10.7457256317,34.4590530396,1.76516701785
33.7284393311,10.8405923843,34.4822769165,1.76641763621
33.7025146484,10.9331378937,34.5099143982,1.76740076286
33.6744232178,11.0226392746,34.5451850891,1.76757811691
33.6527786255,11.1139650345,34.5801086426,1.76632232329
33.6286354065,11.2045249939,34.6153450012,1.76617634875
33.6050300598,11.293135643,34.6556663513,1.76793679003
33.5841941833,11.3820400238,34.6968650818,1.76802115419
33.5624351501,11.4695920944,34.7403106689,1.76674243601
33.5433006287,11.5567512512,34.785823822,1.7670152077
33.5235977173,11.6464452744,34.8257217407,1.7678361435
33.5039749146,11.7354221344,34.867225647,1.76728020076
33.4873046875,11.8253993988,34.9079399109,1.76650423996
33.472442627,11.9174642563,34.944393158,1.76385157543
33.4615936279,12.007689476,34.9865493774,1.76000251561
33.4518737793,12.0989580154,35.026676178,1.75700811272
33.4398078918,12.189915657,35.0667724609,1.75384414671
33.4249572754,12.2783308029,35.1113967896,1.74951750514
33.4170837402,12.3660917282,35.158744812,1.74014704746
33.4147415161,12.4487266541,35.2151184082,1.72609339814
33.4137573242,12.5296516418,35.2747039795,1.7122991537
33.4116439819,12.6123971939,35.3310089111,1.70016562871
33.4117431641,12.6932497025,35.3900680542,1.68798657989
33.414264679,12.7701349258,35.4543685913,1.67593267506
33.4235801697,12.8476572037,35.5170631409,1.66699969286
33.4341239929,12.9266357422,35.5777587891,1.65874457904
33.4427680969,13.0047416687,35.6397247314,1.65335468164
33.4551582336,13.0854921341,35.6977577209,1.64843700442
33.4666137695,13.1648235321,35.7578010559,1.64466377235
33.4810333252,13.2490777969,35.8097763062,1.63908413655
33.4976272583,13.3352909088,35.8585128784,1.63471249784
33.5133895874,13.4180040359,35.9127464294,1.64947979623
33.5276222229,13.4978599548,35.9716377258,1.66424709461
33.5401077271,13.5767765045,36.0323295593,1.67901439299
33.5506248474,13.6566734314,36.0919723511,1.69378169138
33.5589523315,13.7394695282,36.1477165222,1.70889953318
33.5665740967,13.8260860443,36.197681427,1.73271489644
33.5809860229,13.9138994217,36.2434616089,1.75490729312
33.6064872742,14.0010118484,36.2861442566,1.77147964545
33.6379203796,14.0886831284,36.3241424561,1.78805199779
33.6689453125,14.1785697937,36.3555450439,1.80457996534
33.6950759888,14.2717247009,36.3795051575,1.82034705573
33.7181167603,14.3671531677,36.398765564,1.83611414612
33.7412261963,14.4634256363,36.416847229,1.85188123651
33.7673835754,14.5591773987,36.4368400574,1.87216188436
33.7977561951,14.6537332535,36.4572257996,1.89455802454
33.8323822021,14.7468471527,36.4736213684,1.91695416473
33.8712806702,14.8382797241,36.4815864563,1.93935030491
33.914390564,14.9278097153,36.4768486023,1.95088130467
33.9595756531,15.0156555176,36.4588165283,1.95089853753
34.0025405884,15.1024894714,36.4307441711,1.95091577039
34.0461425781,15.187125206,36.3996772766,1.9487475364
34.0865135193,15.2703266144,36.3604660034,1.94602441151
34.1245803833,15.3531827927,36.3189506531,1.94398177944
34.1607131958,15.435464859,36.2749328613,1.94236065325
34.1991424561,15.5160207748,36.2293586731,1.94611236496
34.242931366,15.5940608978,36.183631897,1.95147401228
34.2879981995,15.6702861786,36.1361465454,1.95683565961
34.3301239014,15.7454309464,36.0852241516,1.96219730693
34.3652648926,15.8202047348,36.0292778015,1.96770393676
34.3959350586,15.8945932388,35.9693107605,1.97356736007
34.4297714233,15.967414856,35.9081077576,1.98047145252
34.46641922,16.0367412567,35.8445281982,1.98737554496
34.5040740967,16.100522995,35.7767295837,1.99427963741
34.5409355164,16.1567134857,35.7028617859,2.00118372986
34.5750389099,16.204492569,35.6218605042,2.00133701299
34.6034698486,16.2506885529,35.5374908447,2.00032888957
34.6243286133,16.3022003174,35.4540176392,2.00391994221
34.6424407959,16.3521728516,35.3691673279,2.00780067842
34.6638793945,16.3920345306,35.2798881531,2.0076416877
34.6876831055,16.4275188446,35.1893005371,2.00664951336
34.7071800232,16.4635448456,35.0982017517,2.01265235524
34.7215576172,16.5005989075,35.0065193176,2.01977183957
34.7324638367,16.5379695892,34.9142189026,2.0268913239
34.741558075,16.5749492645,34.821269989,2.03401080823
34.7504959106,16.6108264923,34.7276420593,2.04111794533
34.7523231506,16.6345729828,34.6305961609,2.04215221555
34.7529525757,16.648355484,34.5314407349,2.0381920182
34.7580413818,16.6556186676,34.4317016602,2.03290565057
34.7718658447,16.6588573456,34.3322906494,2.02790893835
34.7896537781,16.6592540741,34.2334938049,2.02428341194
34.8049926758,16.6584529877,34.1346130371,2.02065788552
34.8118553162,16.6579647064,34.0348854065,2.02070490406
34.813949585,16.6560649872,33.9346580505,2.02338248431
34.8227233887,16.6482391357,33.8352890015,2.02673951973
34.8368988037,16.6357192993,33.7369346619,2.03214999102
34.8508834839,16.6272563934,33.638130188,2.03823685383
34.8637046814,16.6160297394,33.5394630432,2.04383516671
34.8713874817,16.6032505035,33.4403457642,2.04996474248
34.8777770996,16.5919361115,33.3410491943,2.0572632122
34.8889846802,16.5774421692,33.2426681519,2.06780640471
34.9045219421,16.5584831238,33.1454429626,2.07891398492
34.9212532043,16.5353469849,33.049243927,2.09002156513
34.9375305176,16.5098285675,32.9537811279,2.1029689095
34.9590263367,16.4891204834,32.8582420349,2.11748034133
34.9845314026,16.4696559906,32.7632141113,2.13199177316
35.0111694336,16.4458007812,32.6695137024,2.14669324481
35.0218544006,16.4245510101,32.5727462769,2.16313105581
35.0275268555,16.4116668701,32.4731407166,2.17947066447
35.0490455627,16.3967227936,32.3763923645,2.19570573518
35.0710754395,16.3774909973,32.2807312012,2.21113815302
35.0872306824,16.362985611,32.1828994751,2.22583353937
35.1021232605,16.3470897675,32.0853500366,2.2360499843
35.1095581055,16.3342266083,31.986366272,2.24390959103
35.116191864,16.3178844452,31.8876228333,2.25078177331
35.129989624,16.2959690094,31.7910308838,2.25629661055
35.1402931213,16.2755451202,31.6936435699,2.25976002033
35.142993927,16.2515144348,31.5964450836,2.26177991035
35.1443557739,16.2227993011,31.5005683899,2.2641359408
35.1562652588,16.1945762634,31.4051647186,2.2668811619
35.1686019897,16.1679286957,31.3095302582,2.26941877045
35.1902618408,16.1388912201,31.2160320282,2.27232928378
35.2116279602,16.1074714661,31.1233711243,2.27593870215
35.2151184082,16.0728168488,31.0292835236,2.28043830852
35.2175827026,16.0387859344,30.9351501465,2.28432392321
35.219078064,16.0021953583,30.841966629,2.28805966488
35.2169303894,15.9648971558,30.7490882874,2.29002486906
35.2308311462,15.9274578094,30.657453537,2.2924708867
35.2511024475,15.8930053711,30.5656757355,2.29595997246
35.2720718384,15.8533973694,30.4761734009,2.29987125951
35.2904472351,15.8167772293,30.3847866058,2.30318268166
35.3034439087,15.7779512405,30.293384552,2.30451935257
35.3265724182,15.7425785065,30.2026081085,2.30686965603
35.3487815857,15.702963829,30.1133575439,2.30898454834
35.3693008423,15.663110733,30.0238056183,2.3112296032
35.3904724121,15.6220502853,29.9349594116,2.31214010032
35.4146003723,15.5821990967,29.8463096619,2.31194351931
35.4355125427,15.5391073227,29.7583045959,2.31164772424
35.4512290955,15.4959011078,29.6693229675,2.31166824257
35.4547729492,15.4532012939,29.5787715912,2.31052982356
35.4658241272,15.407491684,29.4904079437,2.31054055831
35.4740371704,15.3588085175,29.4032421112,2.31170289247
35.4825668335,15.314084053,29.3140640259,2.31403011331
35.4913215637,15.2707262039,29.2242183685,2.31745493935
35.4978981018,15.2233829498,29.13621521,2.32310766161
35.503692627,15.176153183,29.0480899811,2.32891460251
35.5071983337,15.1305751801,28.959022522,2.33593528887
35.5119857788,15.0810985565,28.87200737,2.34295597522
35.5143356323,15.0303850174,28.785774231,2.35094581621
35.51720047,14.9790124893,28.6997089386,2.35824446521
35.5120277405,14.9285507202,28.6135902405,2.36422927297
35.4976921082,14.8759613037,28.529548645,2.36711865841
35.4851760864,14.8241043091,28.44480896,2.37057684575
35.4744796753,14.7727279663,28.3595046997,2.3749106872
35.4635314941,14.7229614258,28.2733097076,2.37694519106
35.4527511597,14.6756763458,28.1856594086,2.3787691142
35.4401054382,14.6272029877,28.0989398956,2.38020553506
35.4282112122,14.5778284073,28.0126190186,2.38115752733
35.4154167175,14.5257816315,27.9280223846,2.38145986744
35.4007873535,14.4745998383,27.8432331085,2.38124887302
35.3865242004,14.4239702225,27.7580471039,2.38113015247
35.3726005554,14.3714513779,27.673866272,2.38101143192
35.3593826294,14.3197154999,27.5890254974,2.38354695831
35.3458366394,14.2701654434,27.5029754639,2.38694257478
35.3302192688,14.2235546112,27.4157371521,2.39033819124
35.3126373291,14.1796007156,27.3274936676,2.39446069909
35.29920578,14.1352987289,27.2386684418,2.39890036788
35.2884559631,14.0928287506,27.1485500336,2.40367003858
35.2778015137,14.0545825958,27.0565719604,2.41023393289
35.2665367126,14.0212583542,26.9628162384,2.41680312309
35.2536277771,13.9885187149,26.8689670563,2.42405340026
35.246219635,13.9586114883,26.7737903595,2.42989508808
35.237537384,13.9373426437,26.6763114929,2.43156579827
35.2256698608,13.9214935303,26.5781707764,2.43149933827
35.2125930786,13.9079904556,26.4797992706,2.43152679917
35.2027511597,13.8927412033,26.3813018799,2.43251306016
35.1920852661,13.8842048645,26.2821121216,2.43166555338
35.179725647,13.8807201385,26.1827888489,2.4297841976
35.1685180664,13.8747396469,26.0834445953,2.42984719445
35.1578559875,13.8724880219,25.9838905334,2.43054808841
35.1457290649,13.8715591431,25.8844947815,2.43218036073
35.1366233826,13.8724594116,25.7847766876,2.43353574313
35.1311035156,13.877374649,25.6848812103,2.43487049139
35.1096954346,13.8745355606,25.587594986,2.44460360577
35.0904159546,13.8745946884,25.4902305603,2.45022216007
35.0858230591,13.888666153,25.3901176453,2.45096266941
35.0782241821,13.9039907455,25.2915172577,2.45101763718
35.0751991272,13.9237279892,25.1937236786,2.44890359792
35.0766868591,13.9452066422,25.0958271027,2.44481076006
35.0817642212,13.9663915634,24.9980583191,2.44089477768
35.0897521973,13.9911489487,24.9013633728,2.43608584668
35.1009407043,14.0185394287,24.8056793213,2.43188971261
35.1120185852,14.0475025177,24.7104587555,2.4281413602
35.1210746765,14.0765762329,24.6150341034,2.42437685436
35.1311035156,14.1088809967,24.5207767487,2.42302016784
35.1410217285,14.14265728,24.4270172119,2.42297180468
35.1517868042,14.1759090424,24.3331718445,2.42278897198
35.1626014709,14.2137994766,24.2410964966,2.42295834587
35.174861908,14.2511291504,24.1489601135,2.42375060393
35.1865310669,14.2899112701,24.0574226379,2.42476939126
35.1942901611,14.3337001801,23.9676513672,2.42615831304
35.2085037231,14.3786268234,23.8793621063,2.42320259485
35.2248458862,14.4248819351,23.7920780182,2.41843770573
35.2409896851,14.471824646,23.7050857544,2.41425006825
35.2650680542,14.5125751495,23.6168956757,2.40528622547
35.2918891907,14.5541038513,23.5297851562,2.39512337083
35.3217353821,14.5999574661,23.4459877014,2.38554984189
35.3506774902,14.6415481567,23.3597164154,2.37576761082
35.3787765503,14.6830177307,23.2730674744,2.36799417913
35.4135665894,14.72797966,23.1904945374,2.36155745378
35.4460144043,14.7745323181,23.1079826355,2.35488339335
35.4775123596,14.8180027008,23.0234069824,2.34861949674
35.5131530762,14.8615245819,22.9405841827,2.3442703231
35.5495185852,14.9091424942,22.8603248596,2.33992453679
35.5872573853,14.9567890167,22.7806739807,2.33620664352
35.6271286011,15.0041208267,22.7019901276,2.33250583256
35.669670105,15.0553197861,22.6271591187,2.32809089333
35.7098197937,15.1063585281,22.5508861542,2.32182102199
35.7457237244,15.1624202728,22.4761123657,2.31405936524
35.7804794312,15.2194595337,22.4014797211,2.30640401068
35.8159980774,15.2761392593,22.3269691467,2.29668202884
35.8545837402,15.3359413147,22.2565002441,2.28776554797
