X,Y,Z,MaximumInscribedSphereRadius
35.4815330505,3.83019328117,61.53855896,1.75184402455
35.4988670349,3.92467260361,61.4996070862,1.75104868107
35.5188064575,4.00991249084,61.4617271423,1.74936345236
35.5390663147,4.09969425201,61.4147262573,1.74756503524
35.5724029541,4.18043613434,61.3642501831,1.74155607945
35.5969047546,4.26366186142,61.3128738403,1.73762639981
35.6175880432,4.346118927,61.2587432861,1.73345392453
35.6426315308,4.43034076691,61.2092475891,1.72866459079
35.6646194458,4.51227998734,61.1548957825,1.72392022372
35.6863975525,4.5952911377,61.1021156311,1.71975073921
35.7113380432,4.67946481705,61.0524902344,1.71585836124
35.7373008728,4.75966405869,60.9971961975,1.71149377348
35.7649383545,4.83787822723,60.9397850037,1.70554722529
35.7861328125,4.91972446442,60.8850440979,1.70289279659
35.8033294678,5.00025463104,60.8269081116,1.70268468124
35.8218688965,5.08397960663,60.7739295959,1.70070495511
35.8381729126,5.1669254303,60.7190704346,1.69754941819
35.855796814,5.25073194504,60.66588974,1.6937311162
35.8760986328,5.33585739136,60.6158180237,1.69283762408
35.8944702148,5.41910505295,60.5620307922,1.6928550581
35.908416748,5.50485992432,60.5113143921,1.69302102009
35.9235839844,5.58843946457,60.4570426941,1.69042941826
35.9496498108,5.66621732712,60.3985061646,1.68071548195
35.9754257202,5.74460840225,60.3405532837,1.67171509287
35.9946937561,5.82452392578,60.282245636,1.66512400072
36.0157165527,5.9004483223,60.2193832397,1.6577397501
36.0376472473,5.98005628586,60.161491394,1.65224067334
36.0579719543,6.0562005043,60.0986671448,1.64377069821
36.0807876587,6.13411617279,60.0389213562,1.63840175469
36.1017799377,6.21574306488,59.9834594727,1.63387801751
36.1258010864,6.29702138901,59.9289855957,1.62978370202
36.1450233459,6.3752155304,59.8683204651,1.62646161361
36.1655654907,6.45466089249,59.8098144531,1.62204473452
36.1873321533,6.53411054611,59.7517471313,1.61806717681
36.2046585083,6.61512994766,59.6942977905,1.6161750692
36.2255325317,6.6930847168,59.6338653564,1.61334723954
36.249130249,6.7725610733,59.5765266418,1.61256907842
36.2679138184,6.85489702225,59.5214538574,1.61232584897
36.2907142639,6.93482255936,59.4642982483,1.61228811058
36.3138008118,7.01200008392,59.4036407471,1.61245551487
36.3348197937,7.09035110474,59.3438491821,1.61295560548
36.3541526794,7.16964769363,59.2846946716,1.61465999603
36.3784217834,7.24786376953,59.2259178162,1.61658746431
36.399394989,7.32864999771,59.169254303,1.61862057935
36.4194030762,7.40569972992,59.1074295044,1.61942185851
36.43800354,7.48504686356,59.0480270386,1.61974900643
36.4540405273,7.56713056564,58.991809845,1.62142239518
36.4747276306,7.64939260483,58.9373168945,1.62440377903
36.4944343567,7.73169612885,58.882522583,1.62738516288
36.5086631775,7.81559467316,58.8285179138,1.63006144892
36.5181159973,7.90289020538,58.7789611816,1.63121458971
36.5228691101,7.99114847183,58.7307014465,1.62783182863
36.5330352783,8.08350658417,58.6902046204,1.61818506064
36.532169342,8.18217182159,58.6725959778,1.5939202193
36.5335960388,8.28182125092,58.6570930481,1.56418542808
