X,Y,Z,MaximumInscribedSphereRadius
23.4385795593,4.00260972977,59.3442687988,1.91132571137
23.4083576202,4.07490158081,59.3501777649,1.91098397228
23.362865448,4.1875576973,59.3569145203,1.91078519136
23.3210926056,4.27730751038,59.3597183228,1.91047465321
23.2780818939,4.36856889725,59.3641662598,1.91072264753
23.2402763367,4.46087551117,59.3697013855,1.91207261103
23.1997489929,4.5521273613,59.3740653992,1.91299916362
23.1576061249,4.64239931107,59.3831939697,1.91373336549
23.1164608002,4.73314523697,59.3925552368,1.91279043733
23.0746803284,4.82330083847,59.4036102295,1.91087692255
23.0318393707,4.91244459152,59.4186973572,1.90920108063
22.9885845184,5.0019288063,59.4296760559,1.90798331839
22.9470329285,5.09202671051,59.4420280457,1.90459100589
22.9015407562,5.18059921265,59.4513435364,1.90038543078
22.8546104431,5.2683429718,59.4613952637,1.89543723963
22.806060791,5.35531425476,59.4705619812,1.88728163812
22.7620811462,5.44481515884,59.4772720337,1.87993293973
22.7149181366,5.53294324875,59.4801139832,1.87340517735
22.6697273254,5.62212657928,59.4765205383,1.86658154008
22.6218891144,5.70991373062,59.4747695923,1.86053867293
22.5783824921,5.79991865158,59.4720420837,1.8520529634
22.5291366577,5.88689994812,59.4682426453,1.84651607773
22.4827537537,5.97506999969,59.4595413208,1.84175238415
22.4343109131,6.06206321716,59.4501190186,1.83840144629
22.3857536316,6.14901399612,59.440776825,1.83611580446
22.3365306854,6.23562192917,59.4317512512,1.83398359405
22.2872066498,6.32231378555,59.4241981506,1.83480436891
22.2388439178,6.40938949585,59.4149780273,1.83463718556
22.1882076263,6.49484109879,59.4034614563,1.83518721267
22.137090683,6.57925748825,59.3871307373,1.83727104829
22.0858287811,6.66368484497,59.3710098267,1.83892394445
22.0352268219,6.74904966354,59.3582077026,1.83928459511
21.9887123108,6.8366317749,59.3454589844,1.8408121119
21.9449119568,6.9255566597,59.3319549561,1.84378482349
21.8983688354,7.01329231262,59.32006073,1.84317391221
21.8542900085,7.10251092911,59.3100166321,1.84185699382
21.8082885742,7.19087553024,59.3014068604,1.83862760271
21.7633800507,7.2795381546,59.2899017334,1.835546307
