X,Y,Z,MaximumInscribedSphereRadius
37.7654953003,2.82418632507,44.0558395386,1.65784368723
37.806842804,2.8977253437,44.0290794373,1.65516590106
37.8560676575,3.00010180473,43.9889717102,1.6521293095
37.8881759644,3.07984566689,43.9545440674,1.64891911852
37.9274635315,3.16388940811,43.9200973511,1.64744603218
37.9653892517,3.24992537498,43.8864784241,1.64544242458
38.003616333,3.33433222771,43.8484458923,1.64195159478
38.0402526855,3.4186258316,43.8088684082,1.63707412251
38.0796394348,3.50386738777,43.7742424011,1.63290151922
38.1163520813,3.591547966,43.7426109314,1.63206021319
38.1497497559,3.6802136898,43.7102279663,1.63121890717
38.1788597107,3.76820063591,43.6725463867,1.63047114939
38.2129478455,3.85516762733,43.6365242004,1.62994839798
38.2474479675,3.94142985344,43.599445343,1.63143692696
38.2797737122,4.03072738647,43.5677185059,1.63370071163
38.3089942932,4.12141418457,43.5367698669,1.63623531646
38.3356628418,4.21195316315,43.5034561157,1.64230866845
38.3648796082,4.3022146225,43.4715919495,1.64862578952
38.3902282715,4.39395141602,43.4439353943,1.65756943074
38.4130973816,4.48670196533,43.4161186218,1.66652623379
38.4395446777,4.5794711113,43.3866539001,1.67585940518
38.4602050781,4.67246770859,43.3557128906,1.68731275017
38.486782074,4.76480913162,43.3228569031,1.70071162503
38.5095672607,4.85847949982,43.2978363037,1.71485414601
38.5328865051,4.95025539398,43.2657966614,1.73150539153
38.5534286499,5.04519224167,43.2417068481,1.74594093855
38.5736503601,5.13566207886,43.2038841248,1.75576553771
38.5928459167,5.22533416748,43.1638946533,1.7660897881
38.613067627,5.31664800644,43.1288414001,1.77590387843
38.6288299561,5.40687084198,43.087688446,1.78539967629
38.639289856,5.49727773666,43.0453834534,1.79506148231
38.6534690857,5.58766412735,43.0047607422,1.80506208275
38.6666908264,5.67985916138,42.9680786133,1.81331733782
38.6800079346,5.77179718018,42.9308662415,1.82146447415
38.69323349,5.86195135117,42.8895149231,1.8331336746
38.7041473389,5.95256900787,42.8484115601,1.84519852618
38.7153015137,6.04517698288,42.8122634888,1.85870966836
38.7278709412,6.13733768463,42.7781677246,1.87469799585
38.7371826172,6.22716522217,42.7341194153,1.89059871313
38.7481994629,6.31986045837,42.7037734985,1.90584291092
38.7659835815,6.40797805786,42.6524810791,1.9210871087
38.7787513733,6.49987125397,42.6131134033,1.93581130812
38.7911529541,6.59174537659,42.5752716064,1.95121535242
38.8070793152,6.68211221695,42.5354232788,1.96718412282
38.8287773132,6.77145576477,42.4957695007,1.98453409972
38.8514289856,6.86201858521,42.459602356,2.00174400549
38.8746109009,6.95198822021,42.4224662781,2.01710934393
38.8981742859,7.04107522964,42.3833732605,2.03275943325
38.9197387695,7.13253307343,42.3490638733,2.04696724441
38.9460029602,7.22200155258,42.3120689392,2.06186081924
38.9754714966,7.31043624878,42.2748031616,2.07788169295
39.0083198547,7.39830541611,42.2423820496,2.0938103309
39.0392990112,7.48842382431,42.2130279541,2.10905039974
39.0693588257,7.5784201622,42.1785125732,2.12143788789
39.1020088196,7.66785478592,42.1479034424,2.13248181813
39.1401062012,7.75475502014,42.115852356,2.14280754139
39.1811408997,7.84205198288,42.0893783569,2.14872064152
39.2208442688,7.92948102951,42.0611076355,2.15438357509
39.2642974854,8.0154466629,42.0340042114,2.16007095777
39.3061256409,8.10180187225,42.0051574707,2.16552537239
39.3603591919,8.18216896057,41.9805030823,2.16127573532
39.417755127,8.25926208496,41.9529495239,2.15356864278
39.4753341675,8.33674907684,41.9255104065,2.141654999
39.5374755859,8.40701007843,41.8919677734,2.12647282533
39.6070289612,8.46680641174,41.8515090942,2.10363264919
39.6770782471,8.51941776276,41.8033294678,2.0781351606
39.7506446838,8.57285785675,41.7613601685,2.05296489032
39.821346283,8.62787246704,41.7167396545,2.02971858538
39.8913345337,8.6870803833,41.6766929626,2.00715743344
39.9583053589,8.74986743927,41.6367111206,1.98469951653
40.0222473145,8.81493854523,41.5956802368,1.96260284153
40.092628479,8.87815570831,41.5629501343,1.93639116649
40.16223526,8.93890476227,41.5244979858,1.9115836085
40.2299957275,9.00202274323,41.4864959717,1.88790387526
40.3000411987,9.0627784729,41.4488143921,1.86806635842
40.3676567078,9.12440681458,41.4082107544,1.84991247912
40.4317092896,9.18932056427,41.3667945862,1.83324159052
40.4951591492,9.25175762177,41.3212547302,1.81895409717
40.5570068359,9.3094997406,41.2677726746,1.8057635884
40.6198921204,9.36641216278,41.2146339417,1.79601279066
40.6812591553,9.42409324646,41.1606254578,1.78756077103
40.7435722351,9.47848415375,41.1042671204,1.78064321014
40.8038368225,9.53348445892,41.0464553833,1.77055336347
40.8603401184,9.58701992035,40.9835205078,1.75981764759
40.912815094,9.63942432404,40.9164047241,1.74810566745
40.9690551758,9.69801712036,40.8578338623,1.73439639854
41.0187492371,9.75497341156,40.7922019958,1.71979786373
41.0716247559,9.81431007385,40.7314300537,1.70211951863
41.1221122742,9.87222003937,40.6673049927,1.68200742325
41.1652755737,9.93421649933,40.6016998291,1.66336003966
41.2108764648,9.99617862701,40.5377960205,1.6441635625
41.2541923523,10.0590991974,40.4731750488,1.62710317258
41.2957344055,10.1207323074,40.4062309265,1.61029630061
41.3408203125,10.1810865402,40.3404083252,1.59224208363
41.378326416,10.2449512482,40.2730789185,1.57261749856
41.4155387878,10.30402565,40.2013702393,1.5547010984
41.4607315063,10.363275528,40.1345787048,1.54160427158
41.5035972595,10.425535202,40.0690803528,1.5305229565
41.5449066162,10.4862108231,40.0011329651,1.51863123518
41.5813446045,10.5475606918,39.9311676025,1.50670714412
41.6168823242,10.6100482941,39.8615875244,1.49597178846
41.6495857239,10.6721029282,39.7902183533,1.488768668
41.6774635315,10.7394523621,39.7219047546,1.47990492239
41.7012863159,10.8103971481,39.6553878784,1.47355058972
41.729309082,10.8732023239,39.5826377869,1.46933839778
41.7562217712,10.9336156845,39.5071754456,1.46512620583
41.7767562866,10.9975404739,39.4326934814,1.46212700421
41.7946128845,11.0642004013,39.3599662781,1.46031144853
41.8219566345,11.1264734268,39.2869949341,1.45956095342
41.8574943542,11.185634613,39.214302063,1.46079617483
41.8861427307,11.2464847565,39.140335083,1.46227056161
41.9035987854,11.3057489395,39.0613899231,1.46374923364
41.9167556763,11.3616628647,38.979434967,1.46325669299
41.9288063049,11.4185009003,38.8979530334,1.46077956405
41.9431152344,11.4742746353,38.816116333,1.45625910056
41.9584503174,11.5300359726,38.734462738,1.45282008767
41.9738845825,11.580994606,38.6497268677,1.45118211082
41.9900131226,11.6322069168,38.5652236938,1.45055041654
42.008731842,11.6813573837,38.4800872803,1.44953498471
42.0233230591,11.7321472168,38.3950805664,1.44691453366
42.0378036499,11.7845821381,38.3111495972,1.44533604622
42.0516242981,11.8374118805,38.227230072,1.44620542671
42.0650100708,11.8884181976,38.1422653198,1.44746401087
42.0717849731,11.9362258911,38.0545578003,1.44939612725
42.0805206299,11.9866743088,37.9686431885,1.45281871023
42.0960578918,12.0357131958,37.8827209473,1.45468788008
42.1147575378,12.0804815292,37.7953071594,1.45606437211
42.1327476501,12.1225852966,37.7063217163,1.45715951864
42.1486167908,12.1691923141,37.6192474365,1.45722637214
42.1525268555,12.210694313,37.5282592773,1.45280060296
42.1535987854,12.252913475,37.4375114441,1.44783132577
42.1565742493,12.2942523956,37.3464355469,1.44398158595
42.1510429382,12.3318309784,37.2539672852,1.43811290306
42.1383209229,12.3663167953,37.160861969,1.43186237395
42.1265487671,12.4046049118,37.069278717,1.42508773581
42.1100158691,12.4357814789,36.9753608704,1.4181417661
42.0954627991,12.4705953598,36.8825645447,1.41507360957
42.0864372253,12.5033092499,36.7886123657,1.41132974506
42.0713615417,12.5276927948,36.6924438477,1.40678684397
42.0530357361,12.5563983917,36.5983505249,1.40257268335
42.050868988,12.5840930939,36.50207901,1.40331844424
42.0355186462,12.6057653427,36.405544281,1.40208151873
42.0130386353,12.6318712234,36.3112640381,1.40155681419
41.993938446,12.6623563766,36.2179145813,1.40545114627
41.9737205505,12.6844787598,36.122215271,1.41344163644
41.9513626099,12.7081737518,36.0275344849,1.42143212661
